s,Title,Entry ID,Entry Name,Date Added,Date Modified,chembl_id,chembl_pref_name,chiral flag,version,ct enhanced stereo status,Source Path,Source File,Source File Index,Chirality 1,source file,source file index,mmshare version,flags,input,cmdline,Ionization Penalty,Ionization Penalty Charging,Ionization Penalty Neutral,State Penalty,Charging Adjusted Penalty,Tot Q,Tot abs Q,Force Field,Energy,Chiralities Consistent,Variant,Job Name,Chemistry Notes,EZ 1,EZ 2,tautomer probability,EZ 3,EZ 4,Chirality 2,PDB TITLE,PDB ID,PDB CRYST1 a,PDB CRYST1 b,PDB CRYST1 c,PDB CRYST1 alpha,PDB CRYST1 beta,PDB CRYST1 gamma,PDB CRYST1 Space Group,PDB CRYST1 z,PDB CLASSIFICATION,PDB DEPOSITION DATE,PDB format version,PDB R,PDB Rfree,PDB RESOLUTION,PDB EXPDTA,PDB EXPDTA TEMPERATURE,PDB REMARK 350 Biomolecule 1 Transform 1 Chains,PDB REMARK 350 Biomolecule 1 Transform 1 Matrix 1,entry id backup,prepared,prepared with version,assigned bond orders,added hydrogens,treated metals,created disulfur,converted selenomethionines,deleted far waters,EXECUTE FUNCTION Input Structure Hash,GSGTC Seq,GSGTC Homology Source,GSGTC Homology Stemres,GSGTC Homology Loopres,GSGTC Homology Seq,GSGTC Homology Similarity,GSGTC Homology Stem Dist,GSGTC Homology Stem Beta,GSGTC Homology Stem Gamma,Potential Energy-OPLS3e,RMS Derivative-OPLS3e,Minimization Converged-OPLS3e,het states,ran protassign,removed non hbond waters,Potential Energy-OPLS3e-1,RMS Derivative-OPLS3e-1,Max Derivative-OPLS3e,Stretch Energy-OPLS3e,Bend Energy-OPLS3e,LJ-14 Energy-OPLS3e,El-14 Energy-OPLS3e,Van der Waals Energy-OPLS3e,Electrostatic Energy-OPLS3e,Dihedral Energy-OPLS3e,target temperature,ran impref,Chirality 3,Chirality 4,Chirality 5,Chirality 6,Chirality 7,grid version,gridbox xcent,gridbox ycent,gridbox zcent,gridbox xrange,gridbox yrange,gridbox zrange,gridbox ligxrange,gridbox ligyrange,gridbox ligzrange,receptor,glide gridfile,glide lignum,glide rotatable bonds,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide metal,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,glide confnum,glide posenum,glide eff state penalty,box ax,box ay,box az,box bx,box by,box bz,box cx,box cy,box cz,ct type,original cms file,EZ 5,AtomNumChirality 1,AtomNumChirality 2
,ligprep_map2k-prott5xlbfd_ligands.maegz:12,1243,map2k_prott5xlbfd.12,19-08-2021 10:04,19-08-2021 10:04,CHEMBL2203774,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,12,,ligprep_map2k-prott5xlbfd_ligands.maegz,12,46012,0,W0NIMl0xW0NIMl1PW0NIMl1bQ0gyXU4xW0NIMl1jMltjSF1bY0hdW2NIXWMoW2NIXTIpLWMoW25IXTMpbmMoYzM0KWMoYyhDbClbY0hdbjQpTjVbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdNSlbQ0gyXWM2bm9jKFtjSF02KVtDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.6559,0.5711,0.0848,0.9005,1.472,1,1,OPLS3e,40.256,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:12-2,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,31,6,-5.129,-0.142,-0.47,-1.119,-6.03,-2.697,0,0,-0.922,-47.827,-3.202,0.474,-0.013,-65.906,-51.029,7.626,149,137,0.9,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:16,1244,map2k_prott5xlbfd.16,19-08-2021 10:04,19-08-2021 10:04,CHEMBL148732,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,16,7_S_8_9_4_21,ligprep_map2k-prott5xlbfd_ligands.maegz,16,46012,0,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0hdKFAoPU8pKFtPSF0pW09IXSlQKD1PKShbT0hdKVtPSF0=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.1893,0.1892,0,0.1788,0.368,-3,3,OPLS3e,22.379,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:16-1,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,50,4,-5.121,-0.341,-0.842,-1.381,-5.3,-0.282,-0.327,0,-1.711,-17.978,-14.775,0.197,-0.062,-49.105,-32.752,2.556,1,336,0.179,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:15,1245,map2k_prott5xlbfd.15,19-08-2021 10:04,19-08-2021 10:04,CHEMBL2203767,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,15,,ligprep_map2k-prott5xlbfd_ligands.maegz,15,46012,0,W0NIMl0xW0NIMl1OKFtDSDJdW0NIM10pW0NIMl1bQ0gyXU4xYzJbY0hdW2NIXWMoW2NIXVtjSF0yKS1jKFtuSF0zKW5jKGMzNCljKGMoQ2wpW2NIXW40KU41W0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTUpW0NIMl1jNm5vYyhbY0hdNilbQ0gzXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.182,0.1084,0.0736,0.4065,0.515,1,1,OPLS3e,59.122,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:15-1,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,44,6,-5.09,-0.138,-0.458,-1.104,-5.496,-2.346,0,0,-0.553,-47.82,-3.599,0.377,-0.043,-66.011,-51.419,1.576,81,230,0.406,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:6,1246,map2k_prott5xlbfd.6,19-08-2021 10:04,19-08-2021 10:04,CHEMBL24124,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,6,,ligprep_map2k-prott5xlbfd_ligands.maegz,6,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MxW2NIXVtjSF1jKFtjSF1bY0hdMSlPW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.1086,0,1.1086,1.1664,1.166,-1,1,OPLS3e,3.743,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:6-2,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,12,4,-5.051,-0.389,-0.914,-1.417,-6.218,-1.685,-0.16,0,-2.024,-18.411,-13.236,0.557,0,-46.308,-31.648,1.74,8,79,1.166,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:7,1247,map2k_prott5xlbfd.7,19-08-2021 10:04,19-08-2021 10:04,CHEMBL2203775,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,7,,ligprep_map2k-prott5xlbfd_ligands.maegz,7,46012,0,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoW2NIXVtjSF1bY0hdMilbY0hdYzItYyhbbkhdMyluYyhjMzQpYyhjKENsKVtjSF1uNClONVtDSDJdW0NIMl1OKFtDSDJdW0NIMl01KVtDSDJdYzZub2MoW2NIXTYpW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.1532,0.0649,0.0883,0.7387,0.804,1,1,OPLS3e,63.034,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:7-2,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,14,5,-5.021,-0.139,-0.46,-1.095,-5.759,-2.381,-0.217,0,-0.612,-42.343,-5.369,0.397,-0.024,-64.355,-47.712,1.224,42,333,0.739,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:14,1248,map2k_prott5xlbfd.14,19-08-2021 10:04,19-08-2021 10:04,CHEMBL287275,FOSFOSAL,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,14,,ligprep_map2k-prott5xlbfd_ligands.maegz,14,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MoYzFDKD1PKVtPSF0pW2NIXVtjSF1bY0hdW2NIXTE=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.2744,0.0005,1.2739,1.3456,1.346,-2,2,OPLS3e,12.317,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:14-2,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,43,4,-4.945,-0.353,-0.851,-1.359,-6.29,-1.435,-0.16,0,-2.294,-13.309,-14.923,0.502,0,-43.718,-28.231,4.628,3,203,1.346,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:7,1249,map2k_prott5xlbfd.7,19-08-2021 10:04,19-08-2021 10:04,CHEMBL2203775,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,7,,ligprep_map2k-prott5xlbfd_ligands.maegz,7,46012,0,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoW2NIXVtjSF1bY0hdMilbY0hdYzItYyhbbkhdMyluYyhjMzQpYyhjKENsKVtjSF1uNClONVtDSDJdW0NIMl1OKFtDSDJdW0NIMl01KVtDSDJdYzZub2MoW2NIXTYpW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.4324,0.0001,1.4323,2.1035,2.104,0,0,OPLS3e,57.079,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:7-6,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,18,5,-4.916,-0.137,-0.451,-1.073,-7.02,-3.43,0,0,-1.086,-52.699,-1.782,0.398,0,-73.125,-54.481,7.578,236,265,2.103,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:13,1250,map2k_prott5xlbfd.13,19-08-2021 10:04,19-08-2021 10:04,CHEMBL1651455,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,13,,ligprep_map2k-prott5xlbfd_ligands.maegz,13,46012,0,W0NIMl0xW0NIMl1bTkhdW0NIMl1bQ0gyXU4xYyhbY0hdW2NIXTIpW2NIXVtjSF1jMi1jKG4zKVtuSF1jKGMzNCluW2NIXWMoQnIpYzRONVtDSDJdW0NIMl1OKFtDSDJdW0NIMl01KVtDSDJdYzZub2MoW2NIXTYpW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.094,0.0087,0.0853,0.6878,0.696,1,1,OPLS3e,57.908,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:13-2,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,39,5,-4.848,-0.139,-0.453,-1.064,-5.536,-2.228,0,0,-0.649,-46.864,-4.182,0.356,-0.045,-66.02,-51.046,1.456,25,47,0.688,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:10,1251,map2k_prott5xlbfd.10,19-08-2021 10:04,19-08-2021 10:04,CHEMBL1651456,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,10,,ligprep_map2k-prott5xlbfd_ligands.maegz,10,46012,0,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoW2NIXVtjSF0yKVtjSF1bY0hdYzItYyhuMylbbkhdYyhjMzQpbltjSF1jKENsKWM0TjVbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdNSlbQ0gyXWM2bm9jKFtjSF02KVtDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.1534,0.0649,0.0885,0.7387,0.804,1,1,OPLS3e,59.315,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:10-2,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,23,5,-4.814,-0.134,-0.442,-1.05,-5.553,-2.347,0,0,-0.7,-47.812,-3.099,0.397,-0.047,-66.747,-50.912,0.142,58,37,0.739,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:14,1252,map2k_prott5xlbfd.14,19-08-2021 10:04,19-08-2021 10:04,CHEMBL287275,FOSFOSAL,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,14,,ligprep_map2k-prott5xlbfd_ligands.maegz,14,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MoYzFDKD1PKVtPSF0pW2NIXVtjSF1bY0hdW2NIXTE=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.074,0.074,0,0.0645,0.139,-3,3,OPLS3e,21.638,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:14-1,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,42,3,-4.738,-0.338,-0.816,-1.302,-4.802,-0.804,-0.16,0,-2.393,-17.498,-6.214,0.362,0,-41.371,-23.713,0.288,1,96,0.065,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:15,1253,map2k_prott5xlbfd.15,19-08-2021 10:04,19-08-2021 10:04,CHEMBL2203767,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,15,,ligprep_map2k-prott5xlbfd_ligands.maegz,15,46012,0,W0NIMl0xW0NIMl1OKFtDSDJdW0NIM10pW0NIMl1bQ0gyXU4xYzJbY0hdW2NIXWMoW2NIXVtjSF0yKS1jKFtuSF0zKW5jKGMzNCljKGMoQ2wpW2NIXW40KU41W0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTUpW0NIMl1jNm5vYyhbY0hdNilbQ0gzXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.197,0.1085,0.0885,0.7767,0.885,1,1,OPLS3e,57.815,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:15-2,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,45,6,-4.729,-0.128,-0.426,-1.026,-5.505,-2.336,0,0,-0.681,-48.613,-2.556,0.377,-0.051,-67.707,-51.17,1.117,113,2,0.777,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:15,1254,map2k_prott5xlbfd.15,19-08-2021 10:04,19-08-2021 10:04,CHEMBL2203767,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,15,,ligprep_map2k-prott5xlbfd_ligands.maegz,15,46012,0,W0NIMl0xW0NIMl1OKFtDSDJdW0NIM10pW0NIMl1bQ0gyXU4xYzJbY0hdW2NIXWMoW2NIXVtjSF0yKS1jKFtuSF0zKW5jKGMzNCljKGMoQ2wpW2NIXW40KU41W0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTUpW0NIMl1jNm5vYyhbY0hdNilbQ0gzXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.1355,0,1.1355,1.4219,1.422,0,0,OPLS3e,52.12,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:15-3,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,46,6,-4.648,-0.126,-0.419,-1.008,-6.07,-2.404,0,0,-0.929,-48.329,-4.51,0.379,-0.023,-69.438,-52.839,6.024,23,72,1.422,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:16,1255,map2k_prott5xlbfd.16,19-08-2021 10:04,19-08-2021 10:04,CHEMBL148732,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,16,,ligprep_map2k-prott5xlbfd_ligands.maegz,16,46012,0,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0hdKFAoPU8pKFtPSF0pW09IXSlQKD1PKShbT0hdKVtPSF0=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.7684,0,0.7684,0.7969,0.797,-2,2,OPLS3e,5.974,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:16-2,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,51,5,-4.473,-0.298,-0.735,-1.206,-5.27,-0.271,-0.336,0,-1.704,-19.47,-15.467,0.392,-0.057,-48.565,-34.937,5.52,6,149,0.797,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:10,1256,map2k_prott5xlbfd.10,19-08-2021 10:04,19-08-2021 10:04,CHEMBL1651456,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,10,,ligprep_map2k-prott5xlbfd_ligands.maegz,10,46012,0,W0NIMl0xW0NIMl1OKFtDSDNdKVtDSDJdW0NIMl1OMWMoW2NIXVtjSF0yKVtjSF1bY0hdYzItYyhuMylbbkhdYyhjMzQpbltjSF1jKENsKWM0TjVbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdNSlbQ0gyXWM2bm9jKFtjSF02KVtDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.3515,1.3484,0.0031,1.6614,3.01,2,2,OPLS3e,62.137,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:10-3,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,24,5,-4.279,-0.119,-0.392,-0.934,-5.94,-2.417,0,0,-0.872,-46.214,-4.641,0.395,-0.039,-65.839,-50.855,5.496,27,265,1.661,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:3,1257,map2k_prott5xlbfd.3,19-08-2021 10:04,19-08-2021 10:04,CHEMBL286678,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,3,,ligprep_map2k-prott5xlbfd_ligands.maegz,3,46012,0,Tz1bQ0hdYzFbY0hdW2NIXVtjSF1bY0hdYzFPUCg9TykoW09IXSlbT0hd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.2739,0,1.2739,1.3456,1.346,-1,1,OPLS3e,-0.978,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:3-2,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,6,4,-4.181,-0.322,-0.756,-1.173,-5.526,-0.606,-0.16,0,-2.339,-16.667,-14.351,0.566,-0.002,-42.257,-31.018,3.957,3,358,1.346,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:15,1258,map2k_prott5xlbfd.15,19-08-2021 10:04,19-08-2021 10:04,CHEMBL2203767,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,15,,ligprep_map2k-prott5xlbfd_ligands.maegz,15,46012,0,W0NIMl0xW0NIMl1OKFtDSDJdW0NIM10pW0NIMl1bQ0gyXU4xYzJbY0hdW2NIXWMoW2NIXVtjSF0yKS1jKFtuSF0zKW5jKGMzNCljKGMoQ2wpW2NIXW40KU41W0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTUpW0NIMl1jNm5vYyhbY0hdNilbQ0gzXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.3952,1.3921,0.0031,1.6994,3.091,2,2,OPLS3e,61.481,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:15-4,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,47,6,-4.117,-0.111,-0.371,-0.893,-5.817,-2.334,0,0,-0.872,-46.634,-4.103,0.376,-0.039,-65.316,-50.737,5.66,10,210,1.699,,,,,,,,,,,,,,
,ligprep_map2k-prott5xlbfd_ligands.maegz:12,1259,map2k_prott5xlbfd.12,19-08-2021 10:04,19-08-2021 10:04,CHEMBL2203774,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/map2k_prott5xlbfd,map2k_prott5xlbfd.sdf,12,,ligprep_map2k-prott5xlbfd_ligands.maegz,12,46012,0,W0NIMl0xW0NIMl1PW0NIMl1bQ0gyXU4xW0NIMl1jMltjSF1bY0hdW2NIXWMoW2NIXTIpLWMoW25IXTMpbmMoYzM0KWMoYyhDbClbY0hdbjQpTjVbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdNSlbQ0gyXWM2bm9jKFtjSF02KVtDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.9004,1.8548,0.0456,2.1934,4.048,2,2,OPLS3e,43.513,TRUE,ligprep_map2k-prott5xlbfd_ligands.maegz:12-6,glide-dock_SP_map2k-prott5xlbfd_ligands,,,,0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,35,6,-4.078,-0.113,-0.374,-0.89,-6.272,-2.8,-0.178,0,-1.537,-45.958,0.553,0.472,-0.014,-61.791,-45.405,3.829,31,81,2.193,,,,,,,,,,,,,,
